128,0.00456953,0.4858046,0.9306457,0.6061276,0.8781499,0.2423673,0.3790347,0.5691242,0.9124414,0.7645446,0.003983259,0.8647003,0.428461,0.545461,0.9997141,0.6497022,0.641506,0.9830966,
129,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.2423673,0.2505626,0.5691242,0.9124414,0.7645446,0.003983259,0.8647003,0.7196699,0.545461,0.9997141,0.6497022,0.980563,0.8831387,
130,0.4761698,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.2429893,0.6076381,0.009794474,0.4841326,0.9729503,0.8443757,
131,0.9638902,0.8707862,0.8901123,0.6041341,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
132,0.77824,0.05768192,0.8901123,0.6041341,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
133,0.4761698,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.8996719,0.9001102,0.4826725,0.1154681,0.01759207,0.6119217,
134,0.7910526,0.1747063,0.7466239,0.9885379,0.05171347,0.5589476,0.9649146,0.8436368,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
135,0.4591129,0.5244424,0.2595211,0.9193174,0.9950461,0.9281586,0.6411616,0.731797,0.1420068,0.6817505,0.5722029,0.8644612,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.8749143,
136,0.2080606,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.8647003,0.428461,0.545461,0.9997141,0.6497022,0.641506,0.9830966,
137,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.2423673,0.2505626,0.5691242,0.9124414,0.7645446,0.003983259,0.8647003,0.428461,0.6076381,0.009794474,0.4841326,0.9729503,0.8443757,
138,0.7910526,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.8019248,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
139,0.445715,0.01365995,0.729818,0.5505934,0.4232667,0.2422705,0.6530584,0.8059682,0.278045,0.1925423,0.8166909,0.3962825,0.1697181,0.6948063,0.3418531,0.4147604,0.159288,0.7457188,
140,0.2080606,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5375076,0.1616018,
141,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
142,0.4777613,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.2429893,0.6076381,0.1479635,0.4274314,0.6361839,0.9272552,
143,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.3284615,0.6214352,0.6027042,0.5803671,0.4024901,
144,0.4765267,0.6638227,0.33461,0.9475397,0.1649745,0.102792,0.5616236,0.2718779,0.8806679,0.2190306,0.8824499,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
145,0.445715,0.1621318,0.729818,0.5505934,0.4232667,0.2422705,0.6530584,0.8059682,0.278045,0.3341412,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
146,0.445715,0.01365995,0.729818,0.5505934,0.4232667,0.2422705,0.6530584,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
147,0.2080606,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.4841326,0.9729503,0.8443757,
148,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8027184,0.1923335,0.07951128,
149,0.7521744,0.01540124,0.6287856,0.9475397,0.1649745,0.102792,0.5616236,0.2718779,0.8806679,0.2190306,0.8824499,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
150,0.4591129,0.458064,0.2595211,0.9193174,0.9950461,0.9281586,0.6411616,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.03664935,0.6924549,
151,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
152,0.00456953,0.4858046,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.9272552,
153,0.7521744,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
154,0.8530887,0.3163856,0.33461,0.9475397,0.1649745,0.102792,0.5616236,0.2718779,0.8806679,0.2190306,0.8824499,0.9277618,0.4023958,0.6899279,0.4826725,0.1154681,0.01759207,0.6119217,
155,0.4761698,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.1925423,0.8166909,0.3962825,0.1697181,0.6948063,0.3418531,0.4147604,0.159288,0.7457188,
156,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.6429769,0.6640795,0.5138604,0.6924549,
157,0.9638902,0.8707862,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.4371335,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
158,0.6113836,0.1154884,0.3413165,0.445801,0.5276214,0.6333702,0.5900643,0.9549825,0.1874233,0.9419928,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.9272552,
159,0.77824,0.05768192,0.8901123,0.6041341,0.5638985,0.5331748,0.7665026,0.5604506,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.9272552,
160,0.4761698,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.9683461,0.7260172,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
161,0.9638902,0.8707862,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
162,0.7521744,0.01540124,0.6287856,0.6019278,0.2114152,0.2423673,0.2505626,0.5691242,0.9124414,0.7645446,0.003983259,0.8647003,0.428461,0.545461,0.009794474,0.4841326,0.9729503,0.8443757,
163,0.4761698,0.8233526,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.7500143,
164,0.2823605,0.8458774,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.1925423,0.8166909,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
165,0.77824,0.05768192,0.8901123,0.6041341,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.6817505,0.5722029,0.8644612,0.1388685,0.3284615,0.6214352,0.6027042,0.5803671,0.4024901,
166,0.6113836,0.1154884,0.3413165,0.445801,0.5276214,0.6333702,0.5900643,0.04220915,0.01174545,0.1925423,0.8166909,0.3962825,0.1697181,0.6948063,0.3418531,0.4147604,0.159288,0.7457188,
167,0.6113836,0.1154884,0.3413165,0.445801,0.5276214,0.6333702,0.5900643,0.9549825,0.1874233,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
168,0.7910526,0.3163856,0.33461,0.9475397,0.1649745,0.102792,0.5616236,0.2718779,0.8806679,0.2190306,0.8824499,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
169,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.03239143,
170,0.77824,0.05768192,0.8901123,0.445801,0.5276214,0.6333702,0.5900643,0.9549825,0.1874233,0.9419928,0.5094283,0.1559796,0.3250839,0.697648,0.3170831,0.604549,0.7264786,0.3455945,
171,0.445715,0.01365995,0.729818,0.5505934,0.4232667,0.2422705,0.6530584,0.8059682,0.8947654,0.7260172,0.6083602,0.2622835,0.2429893,0.6076381,0.009794474,0.4841326,0.9729503,0.8443757,
172,0.2823605,0.8458774,0.7987391,0.1791747,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
173,0.77824,0.05768192,0.8901123,0.6041341,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.7871916,0.5375076,0.1616018,
174,0.2823605,0.8458774,0.7987391,0.1791747,0.1308947,0.5629774,0.2869012,0.3006963,0.4371335,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
175,0.4591129,0.5244424,0.2595211,0.9193174,0.9950461,0.9281586,0.6411616,0.731797,0.1420068,0.6817505,0.5722029,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
176,0.1382957,0.9366174,0.4365812,0.8997627,0.03108335,0.03515303,0.3831415,0.4137041,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
177,0.9638902,0.8707862,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
178,0.9638902,0.8707862,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.4938346,0.6543331,0.7871916,0.5375076,0.1616018,
179,0.7910526,0.1747063,0.04281676,0.9885379,0.05171347,0.5589476,0.9649146,0.8436368,0.753361,0.4667923,0.1505625,0.921182,0.8996719,0.9001102,0.4826725,0.1154681,0.01759207,0.6119217,
180,0.7910526,0.1747063,0.04281676,0.9885379,0.05171347,0.5589476,0.9649146,0.8436368,0.753361,0.4667923,0.1505625,0.921182,0.3633714,0.4938346,0.6543331,0.7871916,0.5375076,0.8203739,
181,0.9645144,0.2031518,0.8901123,0.6041341,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
182,0.77824,0.05768192,0.8901123,0.6041341,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.980563,0.8831387,
183,0.1382957,0.9366174,0.4365812,0.8997627,0.4232667,0.2422705,0.6530584,0.8059682,0.278045,0.3341412,0.7607819,0.9052593,0.7970541,0.3580313,0.8801413,0.8027184,0.1923335,0.07951128,
184,0.4591129,0.5244424,0.2595211,0.9193174,0.9950461,0.9281586,0.2505626,0.5691242,0.9124414,0.7645446,0.003983259,0.8647003,0.428461,0.545461,0.9997141,0.6497022,0.641506,0.9830966,
185,0.7521744,0.01540124,0.8295481,0.5497921,0.1308947,0.5629774,0.2869012,0.3006963,0.4371335,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
186,0.7910526,0.1747063,0.04281676,0.9885379,0.05171347,0.5589476,0.2869012,0.3006963,0.4371335,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
187,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.4274314,0.6361839,0.9272552,
188,0.2823605,0.8458774,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.1925423,0.8166909,0.3962825,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
189,0.00456953,0.4858046,0.9306457,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
190,0.4765267,0.6638227,0.911922,0.5928974,0.5334077,0.5328913,0.8782499,0.9108934,0.9415373,0.945623,0.4350943,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
191,0.5002919,0.8458774,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.1925423,0.8166909,0.3962825,0.1697181,0.6948063,0.3418531,0.8027184,0.1923335,0.07951128,
192,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.2423673,0.2505626,0.5691242,0.9124414,0.7645446,0.003983259,0.8647003,0.428461,0.545461,0.9997141,0.6497022,0.641506,0.03239143,
193,0.4761698,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.2429893,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
194,0.77824,0.05768192,0.8901123,0.6041341,0.1500494,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
195,0.8530887,0.3163856,0.33461,0.9475397,0.1649745,0.102792,0.5616236,0.9549825,0.1874233,0.9419928,0.5094283,0.1559796,0.3250839,0.697648,0.3170831,0.604549,0.7264786,0.3455945,
196,0.6113836,0.1154884,0.3413165,0.445801,0.5276214,0.6333702,0.5900643,0.9549825,0.1874233,0.9419928,0.5094283,0.1559796,0.3250839,0.697648,0.8801413,0.8027184,0.1923335,0.07951128,
197,0.7521744,0.01540124,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
198,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.5616236,0.2718779,0.8806679,0.2190306,0.8824499,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
199,0.9638902,0.8707862,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.9272552,
200,0.2823605,0.8458774,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.1925423,0.8166909,0.3962825,0.1697181,0.6948063,0.3418531,0.4147604,0.159288,0.1616018,
201,0.00456953,0.4858046,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.2429893,0.6076381,0.009794474,0.4841326,0.9729503,0.8443757,
202,0.9638902,0.8707862,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.9272552,
203,0.77824,0.05768192,0.8901123,0.6041341,0.03108335,0.03515303,0.3831415,0.4137041,0.4106885,0.5951886,0.1130476,0.496241,0.8996719,0.9001102,0.4826725,0.1154681,0.01759207,0.6119217,
204,0.1382957,0.9366174,0.4365812,0.8997627,0.03108335,0.03515303,0.3831415,0.4137041,0.4106885,0.5951886,0.8824499,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
205,0.4765267,0.6638227,0.911922,0.5928974,0.5334077,0.5328913,0.8782499,0.9108934,0.6452423,0.945623,0.4350943,0.2622835,0.2429893,0.6076381,0.009794474,0.4841326,0.9729503,0.9720516,
206,0.1382957,0.9366174,0.4365812,0.8997627,0.03108335,0.03515303,0.3831415,0.4137041,0.4106885,0.5951886,0.1130476,0.496241,0.8996719,0.9001102,0.4826725,0.4274314,0.6361839,0.9272552,
207,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.2423673,0.2505626,0.5691242,0.9124414,0.7645446,0.003983259,0.276584,0.8996719,0.9001102,0.4826725,0.1154681,0.01759207,0.6119217,
208,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.753361,0.4667923,0.1505625,0.921182,0.3633714,0.4938346,0.6543331,0.7871916,0.5375076,0.9773476,
209,0.2823605,0.8458774,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.4137041,0.4106885,0.5951886,0.1130476,0.496241,0.8996719,0.9001102,0.4826725,0.1154681,0.01759207,0.6119217,
210,0.445715,0.01365995,0.729818,0.5505934,0.4232667,0.5331748,0.9752828,0.7247745,0.8693194,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
211,0.7521744,0.01540124,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.2429893,0.122676,0.009794474,0.4841326,0.9729503,0.8443757,
212,0.4765267,0.6638227,0.911922,0.5928974,0.5334077,0.5328913,0.8782499,0.9108934,0.6452423,0.945623,0.4350943,0.3062741,0.1069227,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
213,0.2080606,0.7914442,0.4492926,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.1925423,0.8166909,0.3962825,0.1697181,0.6948063,0.3418531,0.9657457,0.159288,0.7457188,
214,0.445715,0.01365995,0.729818,0.5505934,0.4232667,0.2422705,0.6530584,0.8059682,0.278045,0.3341412,0.1505625,0.921182,0.3633714,0.4938346,0.6543331,0.7871916,0.5375076,0.1616018,
215,0.1382957,0.5244424,0.2595211,0.9193174,0.9950461,0.9281586,0.6411616,0.731797,0.1420068,0.6817505,0.5722029,0.8644612,0.1388685,0.3284615,0.6214352,0.6027042,0.5803671,0.4024901,
216,0.2823605,0.8458774,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.1925423,0.8166909,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
217,0.6113836,0.1154884,0.3413165,0.445801,0.5276214,0.6333702,0.5900643,0.9549825,0.1874233,0.9419928,0.5094283,0.1559796,0.3250839,0.697648,0.3170831,0.604549,0.7264786,0.9272552,
218,0.2823605,0.8458774,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
219,0.2080606,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.1505625,0.921182,0.3633714,0.4938346,0.6543331,0.7871916,0.5375076,0.1616018,
220,0.7910526,0.1747063,0.04281676,0.9885379,0.05171347,0.5589476,0.8782499,0.9108934,0.6452423,0.945623,0.4350943,0.7607141,0.1069227,0.9562461,0.02837551,0.7327384,0.7278138,0.03239143,
221,0.9645144,0.2629967,0.8295481,0.5497921,0.1308947,0.5629774,0.2869012,0.2718779,0.6682419,0.2190306,0.8824499,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
222,0.9638902,0.8707862,0.007350326,0.2835676,0.04107118,0.4111332,0.7665026,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
223,0.6113836,0.1154884,0.3413165,0.445801,0.5276214,0.5629774,0.2869012,0.3006963,0.4371335,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
224,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
225,0.9645144,0.2629967,0.8295481,0.5497921,0.5276214,0.6333702,0.5900643,0.9549825,0.1874233,0.9419928,0.5094283,0.1559796,0.3250839,0.697648,0.3170831,0.604549,0.7264786,0.3455945,
226,0.7910526,0.1747063,0.911922,0.5928974,0.5334077,0.5328913,0.8782499,0.9108934,0.6452423,0.945623,0.4350943,0.3062741,0.1069227,0.9562461,0.02837551,0.7327384,0.7278138,0.03239143,
227,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1716727,0.827515,0.0822736,0.6640795,0.5138604,0.6924549,
228,0.7910526,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.1060977,0.5138403,0.3344722,0.5488272,0.7260571,0.2611087,0.1806586,0.4124947,0.8474877,0.3617799,0.1616557,
229,0.00456953,0.4858046,0.9306457,0.9193174,0.9950461,0.9281586,0.6411616,0.731797,0.1420068,0.6817505,0.5722029,0.8644612,0.1388685,0.3284615,0.6214352,0.6027042,0.5803671,0.4024901,
230,0.7910526,0.1747063,0.04281676,0.9885379,0.05171347,0.5589476,0.9649146,0.8436368,0.753361,0.4667923,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
231,0.1382957,0.1154884,0.3413165,0.445801,0.5276214,0.6333702,0.5900643,0.9549825,0.1874233,0.9419928,0.5094283,0.1559796,0.3250839,0.697648,0.3170831,0.604549,0.7264786,0.3455945,
232,0.77824,0.05768192,0.8901123,0.6041341,0.7015032,0.5331748,0.9752828,0.7247745,0.02214646,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.07951128,
233,0.2080606,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.9052593,0.7970541,0.3580313,0.8801413,0.8027184,0.1923335,0.07951128,
234,0.445715,0.01365995,0.729818,0.5505934,0.4232667,0.2422705,0.6530584,0.8059682,0.278045,0.3341412,0.7607819,0.9052593,0.7970541,0.3580313,0.8801413,0.8027184,0.1923335,0.07951128,
235,0.6113836,0.1154884,0.3413165,0.445801,0.5276214,0.6333702,0.5900643,0.9549825,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.9272552,
236,0.4765267,0.6638227,0.911922,0.5928974,0.5334077,0.5328913,0.8782499,0.9108934,0.6452423,0.3577529,0.0419383,0.7006501,0.5528352,0.8018743,0.8233464,0.8771472,0.6299444,0.09685636,
237,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.2423673,0.2505626,0.5691242,0.4371335,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
238,0.4761698,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.2429893,0.6076381,0.009794474,0.4841326,0.9729503,0.03239143,
239,0.7521744,0.01540124,0.6287856,0.2835676,0.04107118,0.4111332,0.7665026,0.5604506,0.5543581,0.05453873,0.1520941,0.6305051,0.7274265,0.1579161,0.1479635,0.4274314,0.6361839,0.9272552,
240,0.4761698,0.8233526,0.5806014,0.2297215,0.3957818,0.7799718,0.6442941,0.66421,0.8947654,0.7260172,0.6083602,0.2622835,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
241,0.4765267,0.6638227,0.911922,0.5928974,0.5334077,0.5328913,0.8782499,0.9108934,0.6452423,0.7645446,0.003983259,0.8647003,0.428461,0.545461,0.9997141,0.6497022,0.641506,0.9830966,
242,0.4591129,0.5244424,0.7987391,0.1791747,0.9908286,0.2804499,0.2963622,0.04220915,0.01174545,0.1925423,0.8166909,0.3962825,0.1697181,0.6948063,0.3418531,0.4147604,0.159288,0.7457188,
243,0.9638902,0.8707862,0.007350326,0.2835676,0.5334077,0.5328913,0.8782499,0.9108934,0.6452423,0.945623,0.4350943,0.3062741,0.1069227,0.9562461,0.02837551,0.7327384,0.7278138,0.03239143,
244,0.2080606,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.450129,0.9347552,0.3383407,0.9270478,0.1069227,0.9562461,0.02837551,0.7327384,0.7278138,0.03239143,
245,0.7910526,0.1747063,0.04281676,0.9885379,0.05171347,0.5589476,0.9649146,0.8436368,0.753361,0.4667923,0.1505625,0.921182,0.3633714,0.4938346,0.6543331,0.7871916,0.5375076,0.1616018,
246,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.2423673,0.2505626,0.5691242,0.8806679,0.2190306,0.8824499,0.9277618,0.4023958,0.6899279,0.7502084,0.08616889,0.980563,0.8831387,
247,0.00456953,0.4858046,0.9306457,0.6061276,0.3810942,0.5928162,0.1825154,0.4137041,0.4106885,0.5951886,0.1130476,0.496241,0.8996719,0.9001102,0.4826725,0.1154681,0.01759207,0.6119217,
248,0.4591129,0.5244424,0.2595211,0.9193174,0.9950461,0.9281586,0.9649146,0.8436368,0.753361,0.4667923,0.1505625,0.921182,0.3633714,0.4938346,0.6543331,0.5989361,0.5375076,0.1616018,
249,0.4765267,0.6638227,0.911922,0.5928974,0.5334077,0.5328913,0.8782499,0.3006963,0.4371335,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
250,0.2080606,0.2629967,0.8295481,0.5497921,0.1308947,0.5629774,0.2869012,0.3006963,0.5030321,0.9608793,0.9514947,0.927911,0.2068965,0.5323166,0.580156,0.07068145,0.9187599,0.460918,
251,0.7910526,0.1747063,0.04281676,0.9885379,0.05171347,0.5589476,0.9649146,0.8436368,0.278045,0.3330228,0.7607819,0.9052593,0.7970541,0.3580313,0.8801413,0.8027184,0.1923335,0.07951128,
252,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.2423673,0.2505626,0.5691242,0.9124414,0.7645446,0.003983259,0.8647003,0.428461,0.545461,0.8801413,0.8027184,0.1923335,0.07951128,
253,0.7521744,0.01540124,0.6287856,0.6019278,0.8781499,0.03515303,0.3831415,0.4137041,0.4106885,0.5951886,0.1130476,0.496241,0.8996719,0.9001102,0.4826725,0.1154681,0.01759207,0.6119217,
254,0.2080606,0.7914442,0.4492926,0.04274702,0.746753,0.1720201,0.1285921,0.2825246,0.278045,0.3341412,0.7607819,0.9052593,0.7970541,0.3580313,0.8801413,0.8027184,0.1923335,0.07951128,
